family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-1b73156014c3,1,50,broad,EFTA02503679,"April 30, 2015",EFTA02503679,self_addressed,,"-------- Forwarded messagFrom: jeffrey E. Date: Wed, Apr 29, 2015 at 8:09 PM Subject: leon =o: Jeffrey Epstein pfs wrong number . ac=tounts payable, then accoints payble wrong. ok ho= big, sorry we don't have records from december?. lbf holding. 2 bank account revisonist, 3 =rt parternship, are there liens no no no, ada no. heather check, old firm. accounts db jpm= dante/ picasso, spv, boat palne nowhere, =div>"
draftfam-1baea7ebe025,1,50,broad,EFTA02030534,12/23/2011,EFTA02030534,self_addressed,,"Thank you for question, Yes, my skin started to be better after 10 days taking a pills , but there still a little pimples some place of my skin, back. But it's much better then without medicine... Can I have appt to dr. [redacted] when I come back , please? By the way, you never told me if you like my friend or no...? Regards, [redacted]"
draftfam-1c4502955aeb,1,50,broad,EFTA02514664,"January 5, 2015",EFTA02514664,draft_handoff,explicit_draft_language;handoff_language,"Both On Monday, January 5, 2015, Joi Ito wrote: :-) Did you decide to use this one and not the Alfalfa one?"
draftfam-1ef49af2ed9e,1,50,broad,EFTA02641309,"July 7, 2018",EFTA02641309,self_addressed,,"-------- Forwarded message -------- From: Richard Kahn Date: Tue, Jul 3, 2018 at 12:59 PM Subject: Ju=lian Hirsch 617-663-5398 To: ""jeffrey E."" i just =heck my phone voicemail and noticed Jillian called yesterday at 3pm jillian said she wanted to touch base since you have not spoken since the p=oposal was sent and was hoping to make progress.. Richard Kahn HBRK Associates Inc. 575 Lexington Avenue 4th Floor New York, NY 10022 tel fax cell --"
draftfam-2075d4ed498f,1,50,broad,EFTA01933163,"March 10, 2014",EFTA01933163,draft_handoff,explicit_draft_language;handoff_language,"yes On Mon, Mar 10, 2014 at 10:28 AM, Lesley Groff < wrote: Below is purchased ticket to Vancouver. Do you want me to send this ticket to ?"
draftfam-20db81116a5d,1,50,broad,EFTA02441003,,EFTA02441003,self_addressed,,"I can't wait to show u the videos and pictures when I get back , going with a really cool crew and I have been making costumes and working on these really cool yurtes for our camp ! So excited Sent via BlackBerry by AT&T From: Jeffrey Epstein Date: Thu, 6 Aug 2009 16:47:40 -0400 To: Subject: Re: burning man is great"
draftfam-2214bcde021c,1,50,broad,EFTA01927762,"April 27, 2014",EFTA01927762,self_addressed,,"-------- Forwarded message -------- From: SOFITEL Bali Nusa Dua FBI Date: Sun, Apr 27, 2014 at 8:29 PM Subject: Greeting from Bali To: ""jeffrey@jeffreyepein.org"" Cc: Dear Mr Epstein Wishing you are fine and Healthy Kindly need your advice for the Job Vacancy that you have in your Private Residence in Miami florida Or New York City as Private Butler I am very interested to work in your Place recommend by my Previous Boss Mr Nicholas Simmonds Kindly need your response in this Hope I will have oppo"
draftfam-22dcbbb6e068,1,50,broad,EFTA02388716,"June 11, 2013",EFTA02388716,self_addressed,,"-------- Forwarded message -------- From: Ian FichtenbaumDate: Tue, Jun 11, 2013 at 1:48 PM Subject: Milken GC / space science jeffreyepeinorg@gmail.com "" > IMPORTANT NOTICES: ********************************************************************************************************* This message is intended only for the addressee(s) and may contain C=NFIDENTIAL and PRIVILEGED information. If you are not the i=tended recipient, please notify the sender by email, and do not copy, disclose, or distri"
draftfam-23e3489a2452,1,50,broad,EFTA01051539,,EFTA01051539,self_addressed,,"Forwarded message ----- From: Jeffrey E. leevacation@gmail.com> Date: Wed, Mar 30, 2016 at 10:24 PM Subject: To: Melanie Spinella Brad told me today that he and Joslin decided to treat the miami apt as an investment ( loss ) for the trust? I was emphatic, I bring this to you attention , that this is one issue but ITS INSANE!!!!"
draftfam-23fc41e4782f,1,50,broad,EFTA00711846,,EFTA00711846,self_addressed,,"Attachments: Risk_Report_RSK038N_2013_03.pdfi Risk_Report_RSKIT7P_2013_03.pdf Forwarded message From: Greg Zaffiro Date: Mon, Apr 1, 2013 at 12:52 PM Subject: Electron Global Fund, LP To: Dear Jeffrey, The estimated net return for the Electron Global Fund, LP was +0.19% through March 29, 2013."
draftfam-251b0110da90,1,50,broad,EFTA01762894,"November 8, 2012",EFTA01762894,self_addressed,,"-------- Forwarded message -------- From: Dan Parisi > Dear Sir=or Madam-- Thanks again for passing this on. Do you kno= whether Mr. Epstein and the board are interested in learning more about G=AIN? Kind regards, Dan Respectfully, Dan Parisi | Senior associate director of foundation relat=ons | Alzheimer's Association National Organization | office: 312.335.5289 /a | cell: 773.710.9416 | dparisi@alz.org | www.alz.org -- Media/PR The Jeffrey Epstein VI Foundation www.jeffreyepstein.org 1"
draftfam-257255fb19dd,1,50,broad,EFTA01051573,,EFTA01051573,self_addressed,,"Forwarded message From: Brad Wechsler Cc: Richard Joslin Tom Turrin , Leon Black , John Castrucci The taxes are ready to go according to RJ and Tom. There were two changes made last friday: $4mm of RA and Artspace losses can/shld reduce the 3.8% medicare tax and $7mm of TRA payments shld also be exempt from medicare taxes (consistent with prior year APO and Akin Gump advice). In aggregate this increases our overpayment by $400k. Pls call me and I'll find rich and tom if you want to discuss. Thx,"
draftfam-26ddd6974730,1,50,broad,EFTA02485100,"October 9, 2015",EFTA02485100,self_addressed,,"-------- Forwarded message -------- From: Barnaby Marsh Date: Friday, 9 October 2015 Subject: To: ""jeffrey E.=quot; Thursday- yes, 7:30am?? On Friday, October 9, 2015= jeffrey E. jeevacation@gmail.com > wro=e: thurs On Fri, Oct 9, 2015 at:35 AM, Barnaby Marsh wrote: We'd Not to= good, but Monday or Tuesday or Thursday, even early? On=Friday, October 9, 2015, jeffrey E. w=ote: We'd? Are you in =YC next week? free any morning? On Sun, Oct 4, 2015 at 6:27 PM, Barnaby Marsh On Sun, Oct 4= 2015 at 6"
draftfam-286b358a03dd,1,50,broad,EFTA02634697,"April 8, 2019",EFTA02634697,self_addressed,,"reading writing and arithmetic may be the cause of the problem writing slows one dow. arithmetic forces answers to questions where there no good one---------- Forwarded message ---------- From: J > Date: Mon, Apr 8, 20=9 at 7:24 AM Subject: Fwd: To: jeffrey epstein conciosulness is the boundary between the physcial and non phy=ical. operations on the boundary"
draftfam-2bef561a95eb,1,50,broad,EFTA01938608,,EFTA01938608,draft_handoff,explicit_draft_language;handoff_language,"traveling on 02/22/2014 yes On Wed, Feb 19, 2014 at 1:14 AM, Lesley Groff wrote: Here is ticket. Do you want me to send this to Sent from my iPhone"
draftfam-2c6e58bdf179,1,50,broad,EFTA01742182,"Sunday, February 21, 2016",EFTA01742182,self_addressed,,"Ok Il domenica 21 febbraio 2016, jeffrey E. ha scritto: late, see you tomorw. On Sun, Feb 21, 2016 at 8:01 PM, wrote: When back? Il domenica 21 febbraio 2016, jeffrey E. ha scritto: not home On Sun, Feb 21, 2016 at 7:52 PM, wrote: Where are you? I just got out from work Il domenica 21 febbraio 2016, has scritto: Not yet... All my exams are after the break Il domenica 21 febbraio 2016, jeffrey E. ha scritto: school grades? --"
draftfam-2c838c223590,1,50,broad,EFTA01060084,,EFTA01060084,self_copy_with_others,,"Steve Bannon Thu, May 3, 11:32 AM (7 days ago) to me The grundoons here say that you are the only American they trust. Bro, you have to come! authority . They are wild!! I can't get thru to them. Kim took Xi as his advisor , I want the I told them you said you are only the food and beverage man , and without a blink they said need him"" . DUDE I need you here!!!"
draftfam-2d04e51da5be,1,50,broad,EFTA02384403,"May 29, 2014",EFTA02384403,self_addressed,,"---------- Forwarded message --------- From: Kyle Godfrey Date: Thursday, May 29, 2014 Subject: Hi, it's Kyle To: ""jeffrey@jeffreyepst=in.org "" Jeffrey!! I'm not sure if this email will find you, but I have been thinking abou= you a bit recently and I would love to know how you are doing? I do hope =ou're well and happy--though something tells me you are! Things are all pretty good on my end, I'm a mama now to two wonderful l=ttle ones and also have a health and wellness business that I am start"
draftfam-334c71467b78,1,50,broad,EFTA02374009,"January 2, 2013",EFTA02374009,self_copy_with_others,,"Hi Jeffrey, Thanks for your forum concepts. I =ill input them. Below is the donations list I h=ve for 2012. Are there any others in 2012? especially in education? I ne=d to send out a few more education articles to boost that site. Thanks for=an update. 2012: 01/14/2012 Mount Sinai Hospital 01/27/2012 Crohn & Colitis Foundation of America= 02/03/20=2 New York Academy of Art 03/27/2012 National MS Society 04/02/2012 The Metr=politan Museum of Art -- Media/PR The Jeffrey Epstein VI Foundati=n www."
draftfam-340143971ddc,1,50,broad,EFTA01051532,,EFTA01051532,self_addressed,,"Forwarded message --------- From: Jeffrey E. leevacation@gntn> Date: Thu, Feb 11, 2016 at 9:42 AM Subject: Re: Re: To: Richard Joslin Cc: Brad Wechsler Spinella Richard J Bronstein , ""Melanie , John Castrucci , Joe Avantario richard you are an accountant , i only want numbers . accurate fully detailed numbers. . telling me the amount is slight ? is not a number , telling me the rate is 7.5 percent is not useful without the full description, . putting charter revenue in as minus costs. is not hel"
draftfam-3659eefb104c,1,50,broad,EFTA02552709,"April 22, 2012",EFTA02552709,blank_recipient,formal_salutation,"dear Frank,, I appreciate all your help, howver i am very concerned with t=e disbursements from your trust acct that you detailed in you email in ja=uary.. please provide me with back up invoices. payment details etc. =so i can find the money that was supposed to have gone to me. I am a=king Imad to provide the secuirity now for the loan as per paragarh six in =ur loan agreement. I expect it by the end of this month.. I find thi= very disturbing and hope to avoid litigation but i am now determin"
draftfam-388cc070799d,1,50,broad,EFTA00953673,,EFTA00953673,self_addressed,,"Attachments: salle_manger.zip; croquis_stair_hall_JE(fevr.).zip; J_Epstein_stair hallifevr.).zip; Fancelli.docx Forwarded message From: jeanpierre fancelli Date: Wed, Feb 6, 2013 at 6:27 AM Subject: photo and drawings To: jeevacation Please find enclosed diverse documentation for your stair hall and dining , and text in inglish Regards Jean Pierre Fancelli"
draftfam-3b8f5339e769,1,50,broad,EFTA00901569,,EFTA00901569,blank_recipient,explicit_draft_language;handoff_language,"i am not surprised,,,is it the same guy as yana, regina should immediately go to the police. 2011/1/1 regina got punched in her face by her ex, he took her phone, so i gave her mine. she will give it back tomorrow. for now i will use this email. she had a big trouble, i left B by himself and spent almost the whole night with her. just got home. please reply on this email"
draftfam-3c7a96f27585,1,50,broad,EFTA01009072,,EFTA01009072,draft_handoff,explicit_draft_language;handoff_language,"Inline-Images: image001.png no need for surprise , and not to waste time please send rough draft of totally new approoach On Tue, Jan 8, 2019 at 4:28 AM Kifah Laham < Dear Mr. Jeffery, Hope you are doing well."
draftfam-3c8603f580ad,1,50,broad,EFTA02646453,"June 26, 2017",EFTA02646453,self_addressed,,"-------- Forwarded message -------- From: Barnaby Marsh Date: Mon, Jun 26, 2017 at 9:04 AM Subject: R:To: ""jeffrey E."" > Skype this week...I'm back =n nyc tomorrow, and there until friday On Mon, Jun 26, 2017 at 8:48 AM jeffrey E. wr=te: book? -- The informa=ion contained in this communication is confidential, may be attorney-cl=ent privileged, may constitute inside information, and is intended only=for the use of the addressee. It is the property of JEE Unauthori use, disclosure or copying of t"
draftfam-3cafb6a5ddef,1,50,broad,EFTA02532031,"February 7, 2018",EFTA02532031,draft_handoff,explicit_draft_language;handoff_language,"yes, i laughed i think you Il understand On Wed, Feb 7, 201= at 10:38 AM, Terry Kafka w=ote: Did you send this=? Sent f=om my iPhone"
draftfam-3e60eedbb339,1,50,broad,EFTA02655865,"March 26, 2017",EFTA02655865,self_addressed,,"-------- Forwarded message -------- From: Jeffrey E. Date: Mon, Apr 11, 2016 at 9:58 AM Subject: Fwd: =o: Melanie Spinella its april 11 =C2 !!!!, we should speak. I will have t= do it myself - my people want no contact with Joslin. =he is nuts and they are rightly concerned. I spent the time you ask=d with tom. please review"
draftfam-3f15a1de8353,1,50,broad,EFTA01928601,"Thu, Mar 27, 2014",EFTA01928601,self_addressed,,"-------- Forwarded message -------- From: Lifeboat Foundation Administration Date: Thu, Mar 27, 2014 at 4:36 PM Subject: Lifeboat Foundation Jeffrey Epstein To: Jeffrey, Our endowment fund which we launched a year ago has grown to hundreds of thousands of dollars but it is not yet large enough to sustain us. Therefore we will be launching a Summer Growth Fundraiser shortly. Would you like to donate money towards this fundraiser? We would use your donation as matching funds to encourage additiona"
draftfam-4018d4ca55dd,1,50,broad,EFTA02552700,"January 1, 2018",EFTA02552700,self_addressed,,"Forwarded message From: jeffrey E. Date: Mon, Jan 1, 2018 at 8:57 AM Subject: GSJ LSJTo: jeffrey epstein 1 library ceiling. crown moulding. 2. master bed floor!!!. 3. new canary trees. courtyard. trees. landscape. =. 3 cabana furniture. !!/ 4. dock design. fenders. boats. ? 5 tiki chandeliers. 6=landscape lighting. new road design. . 7 gym ballet f=oor. windows. .equipment. . flagpole building. rugs. 8 five palms rebuild. 9 engineering doors. = 10 wind windows. . outdoor furn ? sheds. / perm=ts."
draftfam-402d8363f014,1,50,broad,EFTA01966128,"Jul 11, 2013",EFTA01966128,self_addressed,,"-------- Forwarded message -------- From: Lorelei Ellingwood Date: Thu, Jul 11, 2013 at 3:26 PM Subject: Contact re: interior designer To: jeffrey@jeffreypstein.org Hi Jeffrey, I am the estate manger for the Musk family in Bel-Air. Can you please tell me who your interior designer is? Thanks in advance. Kindly, Lulu Lorelei Ellingwood"
draftfam-40df4f79eb86,1,50,broad,EFTA01049329,,EFTA01049329,self_addressed,,"On Fri, Apr 14, 2017 at 12:46 PM Jeffrey E. wrote: Yes Forwarded message From: Weingarten, Reid Date: Fri, Apr 14, 2017 at 11:54 AM Subject: Re: To: jeffrey E. Good...see you there at 4 Sent from my BlackBerry 10 smartphone. From: Jeffrey E. Sent: Friday, April 14, 2017 11:45 AM To: Weingarten, Reid Subject: Re: ok On Fri, Apr 14, 2017 at 11:36 AM, Weingarten, Reid <"
